"","Control 2h","Control 2h_2","Control 2h_3","Control 6h_1","Control 6h_2","Control 6h_3","Control 10h_1","Control 10h_2","Control 10h_3","Control 24h_1","Control 24h_2","Control 24h_3","Virus 2h_1","Virus 2h_2","Virus 2h_3","Virus 6h_1","Virus 6h_2","Virus 6h_3","Virus 10h_1","Virus 10h_2","Virus 10h_3","Virus 24h_1","Virus 24h_2","Virus 24h_3"
"NT5DC2",331.941,327.046,370.321,314.861,292.425,314.689,305.146,291.511,297.804,350.33,362.604,343.288,316.911,320.319,354.372,315.866,314.331,306.027,308.181,322.65,296.761,341.965,328.533,325.464
"NTHL1",25.8889,31.8022,34.3817,25.5418,27.0288,28.167,27.3132,27.9082,33.5197,27.0783,27.0865,30.855,29.182,28.539,32.068,35.785,27.1883,29.0705,27.0508,30.0747,26.8708,28.3491,31.7685,32.2943
"NTMT1",138.438,122.418,139.517,137.21,124.167,117.913,143.489,124.008,124.23,125.098,135.768,121.074,138.051,130.357,117.401,158.322,134.704,121.06,139.198,122.421,118.46,136.907,98.2505,121.072
"NTPCR",165.641,163.411,161.352,148.495,138.958,153.547,145.839,149.634,154.303,154.978,160.292,165.453,163.189,149.791,155.84,167.217,144.22,151.441,156.5,149.981,150.116,146.025,161.855,150.261
"NUB1",148.487,131.103,128.876,125.721,126.07,126.614,127.589,126.124,125.789,148.737,131.581,142.937,138.583,122.193,130.707,135.967,122.857,127.14,122.1,119.552,125.334,119.719,108.38,117.095
"NUBP1",118.506,132.369,124.571,128.792,134.802,124.853,127.84,128.366,133.541,130.087,125.163,128.465,129.987,133.558,126.93,127.807,128.261,125.066,116.043,127.388,118.289,96.1131,112.539,125.246
"NUBP2",183.133,192.846,206.817,200.039,193.608,201.507,207.403,188.733,202.256,213.356,190.391,204.278,192.952,199.73,214.848,207.328,186.842,205.923,200.257,193.478,193.795,210.443,180.682,190.286
"NUBPL",62.0759,62.609,69.2161,66.1718,82.0071,69.9993,57.3395,66.6186,66.8401,63.532,64.1109,65.7798,54.8329,63.9343,72.2707,56.8527,62.5265,67.4572,58.7302,60.1352,69.5316,56.3033,66.1723,61.9508
"NUCB1",1398.59,1553.65,1577.32,1618.53,1750.42,1809.4,1867.21,1779.33,1818.96,1809.21,1857.52,1665.49,1677.59,1632.97,1553,1760.51,1817.8,1763.09,1563.1,1735.81,1664.89,1495.96,1374.67,1345.01
"NUCB2",654.443,686.575,657.543,652.104,650.904,672.097,670.44,645.488,628.518,653.472,644.898,633.468,662.51,650.716,660.161,651.696,697.225,646.093,609.579,657.251,617.178,575.459,567.28,554.393
"NUCKS1",552.031,669.773,672.667,574.309,657.919,606.283,567.985,603.553,564.694,575.233,601.375,583.428,603.426,647.219,612.327,658.819,644.423,713.628,660.997,681.122,680.604,624.768,589.679,580.486
"NUDC",3527.79,3331.85,3671.68,3207.39,3245.28,3369.89,3239.26,3193.23,3161.49,3305.28,3079.15,3352.23,3202.3,3190.6,3498.23,3359.86,3018.93,3333.28,3401.49,3319.7,3104.25,3303.02,3164.2,3172.54
"NUDCD1",614.67,612.599,626.055,609.36,593.607,585.732,608.802,606.964,574.31,594.173,575.063,580.03,646.714,594.763,612.428,606.22,594.488,573.66,609.626,611.234,575.677,702.185,638.251,620.864
"NUDCD2",683.175,652.401,651.576,660.924,635.653,639.525,628.906,636.077,590.142,624.539,597.538,577.066,658.499,640.522,647.264,660.931,628.297,627.975,636.487,631.863,621.394,606.199,582.997,573.046
"NUDCD3",450.84,477.198,464.185,436.391,464.884,455.486,402.237,455.564,446.915,465.712,457.761,493.196,462.754,488.92,462.388,434.148,454.926,469.23,427.528,463.006,466.609,412.921,413.358,427.305
"NUDT1",130.981,124.811,130.38,111.997,126.226,127.605,122.678,126.841,112.08,114.281,113.536,117.123,120.451,124.378,125.488,122.495,125.1,127.543,113.179,119.774,103.711,87.9613,100.161,87.2174
"NUDT12",134.673,128.233,126.459,128.094,119.541,121.257,126.409,118.165,123.265,124.935,130.699,138.399,125.869,129.02,134.551,140.149,129.788,129.852,124.117,123.544,116.702,117.589,119.748,99.2898
"NUDT14",52.0206,29.5084,28.2683,42.4162,32.7011,30.2597,52.1532,29.2148,34.4221,49.4518,31.2848,32.4434,50.6929,30.5709,32.1639,50.5059,33.8008,31.3442,50.3318,28.1909,34.1254,52.3124,28.909,37.1812
"NUDT16",312.8435,302.9752,302.6291,319.7246,318.5321,289.3072,331.0854,310.91384,294.897,349.0217,354.7841,326.92578,313.93088,332.3601,303.42201,336.6774,320.2834,291.9925,333.9175,353.0063,317.04589,329.7471,322.8117,304.67798
"NUDT16L1",125.43,122.242,130.285,122.355,112.01,121.287,113.335,124.272,120.09,120.013,138.878,126.003,124.37,126.617,130.503,123.74,117.121,119.221,130.08,125.302,128.713,122.822,145.334,119.402
"NUDT19",154.057,140.301,144.729,156.351,154.755,158.444,155.695,165.984,143.956,158.168,145.185,155.748,158.21,143.003,144.262,150.781,148.394,152.163,161.911,154.126,155.516,163.544,146.186,175.528
"NUDT2",311.501,321.526,331.305,311.023,342.165,298.749,311.086,324.232,313.824,303.597,324.911,287.923,305.832,324.884,299.811,310.717,328.729,324.716,299.939,320.442,256.005,263.017,264.439,247.649
"NUDT21",969.596,925.212,945.239,940.891,887.02,937.055,902.862,889.859,860.714,951.219,933.394,937.173,944.413,918.186,953.927,928.833,888.096,918.866,945.974,928.102,926.873,1035,997.304,1011.5
"NUDT4",512.7421,526.1883,510.7752,581.4313,606.0922,571.393,563.3091,532.0482,565.3919,500.6777,500.9363,485.4054,511.1775,505.9134,492.203,560.0165,555.04,552.7295,560.2808,559.2776,549.7558,480.1109,459.7721,447.6908
"NUDT5",1657.03,1651.73,1649.37,1650.12,1605.52,1574.74,1728.09,1560.89,1542.35,1752.8,1612.7,1533.41,1653.73,1603.71,1673.27,1767.31,1629.87,1586.64,1737.4,1654.46,1528.05,1631.08,1495.74,1437.64
"NUDT8",19.1563,16.9454,15.205,19.7931,17.8373,15.0624,18.7881,15.6021,10,19.52,18.5356,13.0885,19.9096,16.2838,14.0025,19.7313,13.3743,12.7408,19.4038,17.7018,14.2015,15.9505,15.8327,11.0769
"NUDT9",468.871,507.936,482.067,480.288,466.858,489.637,460.042,453.904,439.116,471.702,444.505,482.019,482.654,461.558,482.132,468.404,482.874,460.704,488.577,465.784,474.186,436.403,427.797,420.162
"NUF2",149.044,147.011,150.747,142.967,131.801,120.193,127.289,122.968,115.959,139.582,117.141,132.632,142.89,139.685,135.27,146.334,130.969,114.336,121.392,113.71,94.9798,141.932,125.995,106.73
"NUFIP2",1260.93,1211.75,1270.17,1346.56,1290.07,1279.18,1359.91,1314.58,1314.92,1346.57,1337.74,1307.44,1264.6,1223.42,1254.67,1290.01,1278,1261.21,1395.37,1363.58,1285.35,1440.1,1447.39,1317.2
"NUMA1",7719.55,7536.43,7752.88,7197.17,7127.36,7016.36,7006.18,7033.43,6662.72,7420.72,7350.88,7301.63,7416.03,7432.33,7749.49,7410.75,7206.34,7122.24,7169.37,7102.01,6580.1,7555.42,6976.39,6791.45
"NUMB",541.709,534.151,572.561,518.689,556.575,573.358,559.916,566.545,595.906,513.713,524.503,518.554,569.987,537.873,587.105,540.746,550.515,567.08,551.765,537.357,547.355,492.65,502.692,535.105
"NUP107",606.097,575.966,575.9,554.193,503.966,529.058,545.185,526.855,522.304,592.058,561.332,544.596,582.655,548.448,566.777,571.249,551.079,543.97,588.406,553.617,525.782,625.799,586.836,583.462
"NUP133",998.067,1023.48,1045.49,874.576,966.348,894.59,935.58,944.708,959.859,1006.81,988.935,1011.4,970.792,997.065,996.928,981.256,972.576,967.599,944.002,1010.99,933.451,1018.79,1069.43,1038.82
"NUP153",1451.21,1375.58,1391.54,1372.82,1305.86,1320.83,1408.9,1436.86,1415.69,1504.13,1410.42,1451.92,1441.18,1374.93,1399.92,1405.18,1379.22,1399.29,1501.51,1446.95,1480.41,1689.04,1554.87,1497.41
"NUP155",1361.71,1416.86,1418.83,1306.49,1254.23,1262.72,1315.78,1345.31,1311,1416.13,1345.27,1409.19,1364.74,1315.34,1318.38,1358.95,1321.53,1334.03,1306.01,1326.24,1279.39,1368.2,1357.77,1420.85
"NUP160",711.256,679.789,702.836,660.872,661.673,656.289,693.062,648.487,660.409,723.913,690.507,676.309,697.584,701.389,695.403,658.613,671.063,675.852,692.956,686.562,651.781,764.542,728.542,751.78
"NUP188",636.012,570.786,528.037,492.353,514.187,490.461,571.543,550.379,533.577,570.369,578.071,573.974,520.328,556.748,545.581,542.222,557.734,514.779,542.835,567.772,557.507,549.632,576.746,560.455
"NUP205",1214.68,1243.18,1283.98,1108.28,1132.27,1157.01,1174.48,1175.1,1200.18,1230.01,1252.1,1274.49,1189.93,1205.46,1259.69,1191.52,1209.8,1178.08,1185.49,1202.12,1153.25,1267.14,1251.16,1141.29
"NUP210",1346.36,1348.81,1307.35,1183.92,1242.86,1173.31,1280.43,1311.44,1266.92,1305.31,1276.31,1251.74,1324.94,1350.96,1315.85,1281.65,1323.03,1248.11,1289.26,1307.47,1264.26,1365.1,1455.13,1343.78
"NUP214",1516.84,1546.59,1513.35,1430.42,1519.12,1477.15,1500.03,1547.6,1435.01,1581.24,1594.79,1546.37,1595.74,1574,1538.23,1494.99,1512.86,1462.67,1539.73,1604.3,1479.73,1555.14,1597.55,1488.89
"NUP35",556.368,542.915,587.146,559.165,572.97,533.423,571.577,577.344,532.653,575.767,557.919,551.316,548.08,549.229,532.797,548.949,551.479,539.584,566.032,574.831,526.218,594.941,557.817,519.347
"NUP37",582.281,587.234,580.355,535.705,546.513,540.611,541.093,572.495,540,598.433,605.596,584.529,573.286,585.244,576.053,553.406,546.024,549.81,557.935,581.539,563.001,568.071,624.73,575.671
"NUP42",27.2632,27.5582,25.4123,25.5462,25.9595,28.1026,26.066,24.2606,34.1535,26.5069,30.8086,30.1105,24.9647,30.3736,27.432,22.9445,28.9283,24.3028,25.8945,28.941,32.385,30.1801,29.7938,27.7941
"NUP43",368.786,382.382,392.6,357.387,384.932,372.774,343.092,362.316,363.141,388.866,417.354,398.626,366.128,396.199,413.398,368.3,366.977,381.315,363.138,374.157,383.904,414.447,399.519,382.856
"NUP50",1074.97,1145.23,1238.45,1073.55,1076.19,1074.96,1022.08,1120.51,1067.23,1059.37,1111.17,1119.82,1027.86,1047.59,1110.3,1074.79,1047.13,1085.12,1071.97,1088.79,1040.21,1147.22,1132.83,1130.03
"NUP54",1457.23,1497.9,1414.13,1409.93,1481.39,1412.82,1395.37,1436.34,1460.13,1446.3,1477.61,1421.16,1526.36,1565.38,1454.97,1394.35,1475.34,1403.94,1520.25,1549.02,1496.59,1529.53,1524.6,1469.78
"NUP58",286.161,264.906,290.023,267.528,253.072,252.922,284.302,249.901,250.427,300.905,247.442,266.65,292.608,264.013,285.111,281.109,256.806,268.575,273.598,268.763,277.992,302.914,295.836,291.799
"NUP62",1090.32,1052.79,1045.34,1015.44,1067.42,1011.45,1089.91,1051.42,1001.61,1067.88,1026.73,1027.49,1072.91,1065.26,1086.64,1031.49,1042.35,1006.81,1063.07,1101.37,1016.56,1118.49,1113.79,1089.17
"NUP85",581.899,580.638,645.374,490.959,495.388,582.676,618.854,601.556,601.784,561.812,552.446,626.993,565.034,563.61,606.284,545.35,545.884,589.583,551.346,528.77,551.108,552.566,602.624,581.086
"NUP88",708.545,731.458,723.725,669.918,724.937,719.576,704.354,696.661,708.126,731.471,733.082,738.662,695.636,713.866,751.494,731.242,695.466,719.361,725.435,751.433,691.537,738.74,764.293,740.213
"NUP93",3467.1,3440.22,3411.28,3312.02,3255.15,3182.71,3238.28,3258.61,3093.67,3351.8,3305.14,3246.49,3323.16,3363.41,3372.83,3344.94,3295.03,3158.34,3282.91,3250.53,3158.32,3634.92,3561.03,3519.24
"NUP98",2381.18,2346.62,2244.93,2203.95,2212.8,2209.86,2279.62,2278.16,2228.21,2361.91,2333.27,2269.71,2315.15,2298.24,2303.65,2316.56,2323.92,2238.6,2371.99,2301.2,2203.47,2336.06,2410.03,2343.9
"NUSAP1",620.086,602.403,600.15,550.806,544.763,552.183,554.269,576.675,569.337,704.541,655.846,635.915,672.61,639.991,593.702,607.214,592.116,583.826,593.079,557.591,592.36,615.857,597.534,547.935
"NUTF2",741.087,756.786,735.37,725.563,784.385,787.016,738.749,714.781,755.675,736.546,740.214,729.338,755.965,730.855,770.758,696.122,760.32,744.255,706.767,766.757,803.548,715.807,667.917,691.634
"NVL",37.4963,48.7681,35.505,45.6569,48.9966,43.8226,46.622,47.2388,47.6694,31.9151,39.5985,42.5432,46.4593,44.3311,39.6021,45.7792,50.3159,44.2878,47.5307,42.8047,44.2792,55.7254,55.3661,52.9956
"NXF1",325.795,329.385,328.34,283.41,314.177,307.703,306,348.763,309.758,315.339,336.967,317.927,320.153,313.893,314.674,307.018,300.664,303.802,301.199,342.126,295.741,342.373,344.396,353.483
"NXN",329.982,333.035,344.849,334.496,346.066,327.993,353.78,326.753,333.013,341.803,335.752,321.521,335.894,333.645,350.593,336.636,320.116,319.012,328.899,320.687,314.088,341.419,349.838,345.412
"NXT1",117.772,124.973,83.169,118.955,111.748,117.661,103.747,116.427,118.59,110.533,114.422,127.079,118.403,119.903,88.0835,113.699,110.349,108.675,117.115,121.262,115.857,125.504,107.682,124.19
"OARD1",361.882,376.407,375.718,338.805,362.76,368.528,317.579,324.854,310.619,319.386,341.12,350.751,347.621,396.092,379.718,336.716,360.149,347.143,334.961,342.42,328.257,300.386,279.832,278.964
"OAS1",75.5195,86.3259,107.855,75.7938,83.4547,96.2718,81.2501,91.9071,94.637,86.602,106.467,123.36,82.2558,98.8874,117.693,86.0639,93.864,113.485,76.135,101.634,117.366,96.7408,103.621,125.075
"OAS3",308.595,319.668,322.727,302.933,299.746,312.779,297.085,312.991,303.703,300.95,320.784,316.121,324.494,343.357,333.979,308.764,337.521,316.005,321.371,338.414,311.049,450.335,337.978,321.703
"OAT",3440.34,3299.02,3310.19,3406.62,3350.54,3099.36,3054.71,3227.24,2911.94,4459.88,4372.48,4411.38,3594.82,3409.83,3186.5,3342.94,3259.06,3224.38,2971.85,3103.84,3120.55,2722.56,2865.88,3329.03
"OCIAD1",1065.94,1050.88,1115.58,1094.25,1112.35,1096.92,1128.81,1079.87,1068.35,1227.48,1189.93,1222.9,1024.63,1034.12,1053.42,1107.31,1074.12,1089.57,1151.21,1113.84,1091.25,1022.93,1059.84,979.162
"OCIAD2",17.6003,16.1518,16.188,19.7968,15.7407,15.5603,14.8104,21.9638,18.5154,17.3363,19.6192,20.2362,22.7984,20.781,16.6018,20.4547,18.8841,23.1816,18.6234,17.0372,23.6057,23.4398,2.80473,19.1524
"OCLN",686.595,646.259,623.349,696.84,671.051,670.04,659.518,623.969,631.511,586.975,545.397,539.091,674.387,620.39,599.709,709.55,631.536,653.538,673.776,623.009,662.484,623.955,606.358,618.661
"OCRL",517.83,545.208,555.512,526.654,547.431,548.228,542.712,554.332,541.293,546.732,540.359,535.127,538.517,553.125,557.935,512.999,560.772,546.701,536.713,571.854,551.767,532.579,527.603,495.115
"ODR4",258.605,268.989,240.807,242.773,243.954,242.773,250.151,244.257,261.31,259.966,248.088,264.558,263.21,265.26,260.753,263.335,254.03,260.047,257.048,245.622,246.6,251.765,246.046,252.137
"OGA",213.925,208.272,212.433,197.863,192.138,202.775,191.795,191.712,203.777,184.273,182.728,203.991,191.067,199.056,204.575,214.954,206.523,195.051,201.878,200.106,203.603,156.497,185.398,174.313
"OGDH",2247.506,2305.33,2252.603,2232.178,2186.746,2268.573,2297.304,2162.509,2191.078,2269.985,2183.832,2187.063,2373.635,2253.539,2234.99,2354.568,2298.753,2258.281,2333.364,2208.79,2160.549,2259.582,2261.457,2255.14
"OGDHL",48.0763,50.3832,49.4561,56.0484,53.2814,48.0804,50.0356,46.239,40.9118,57.7712,57.4697,50.3077,52.2449,51.7019,50.9052,48.4715,50.5378,54.1268,54.1153,54.276,46.6083,50.394,45.897,48.708
"OGFOD1",234.408,217.104,244.81,216.321,196.746,217.413,232.002,227.434,241.218,240.988,237.093,253.501,214.153,214.728,235.287,214.499,220.258,231.308,221.812,221.156,225.191,269.314,251.126,249.694
"OGFR",503.742,524.848,509.659,506.728,502.495,513.179,520.651,512.183,548.385,507.812,536.038,512.625,527.433,521.391,529.044,528.416,528.15,519.82,546.815,540.942,531.65,521.971,515.012,524.911
"OGT",683.631,626.984,661.393,603.553,576.433,599.257,694.006,650.031,668.104,705.019,676.979,695.168,690.797,652.748,642.012,640.351,632.826,655.156,687.084,645.744,675.167,690.782,683.684,691.19
"OLA1",4247.51,4149.01,4251.13,4187.37,4161.67,4252.55,3932.68,4018.68,4053.82,4061.32,3994.61,4115.87,4111.64,4022.16,4197.1,4062.59,4027,4049.97,4159.29,4185.32,4156.54,4163.11,3955.89,4016.93
"OLFML2A",14.1035,11.8563,9.84468,12.4602,15.1297,13.8034,11.3935,10.4185,9.28272,15.1436,12.5158,9.59288,14.2121,10.5971,11.5625,12.6284,14.6466,13.9173,10.6087,13.844,6.41202,9.93915,7.72052,10.8042
"OPA1",1885.4,1900.19,1923.85,1772.5,1783.68,1741.69,1819.58,1804.08,1782.5,1788.78,1782.46,1708.02,1857.26,1835.49,1794.6,1848.74,1861.06,1776.24,1783.42,1811,1662.73,1824.48,1877.07,1781.03
"OPA3",426.439,409.432,391.561,406.512,408.563,392.953,420.607,398.689,394.065,443.026,416.921,392.587,444.967,437.72,419.929,421.288,421.809,394.83,453.629,430.287,410.249,423.875,455.923,461.975
"OPLAH",480.966,503.05,445.623,499.409,501.155,460.967,528.66,533.824,484.709,566.353,530.832,515.505,496.059,472.346,469.751,491.1,507.761,463.905,502.466,531.905,489.609,489.604,449.112,472.065
"OPTN",940.929,967.85,923.68,1043.84,1094.91,1027.69,1068.28,1043.07,1024.9,825.301,858.453,803.228,992.323,1033.78,996.046,1035.66,1120.6,1046.65,1084.22,1086.24,1060.08,938.837,898.745,905.914
"OR1M1",262.428,271.745,272.056,220.05,268.486,262.246,247.962,260.259,273.658,282.171,273.893,277.975,247.856,267.631,260.146,253.419,278.611,272.259,272.501,279.874,294.191,228.401,254.724,238.533
"ORC2",284.972,292.341,330.443,281.151,286.286,301.694,270.379,270.167,274.299,326.677,321.611,310.84,299.859,305.001,316.046,286.125,287.235,288.536,296.122,304.962,273.955,306.28,291.444,261.781
"ORC3",280.393,268.045,271.206,239.386,238.421,252.627,240.418,258.305,224.324,258.9,280.281,265.674,247.943,264.947,260.116,247.988,247.727,248.509,265.445,268.938,226.519,247.905,262.185,244.635
"ORC4",228.012,230.738,255.547,229.083,224.262,230.49,232.583,217.295,215.818,236.081,231.227,248.971,211.029,222.183,251.192,210.384,218.004,224.695,228.638,223.076,223.512,232.22,229.541,225.463
"ORC5",177.034,179.776,192.575,183.409,145.832,191.876,186.445,174.163,175.399,189.572,186.579,186.414,171.04,176.988,197.666,169.301,158.659,184.606,169.531,172.621,170.074,213.45,193.833,183.619
"ORF9B_WCPV",205.07,206.058,199.395,208.565,213.576,197.618,191.081,199.365,206.018,212.535,209.341,210.906,204.383,216.347,207.21,263.269,247.935,234.168,624.889,599.171,465.156,6768.76,4159.81,3554.92
"ORMDL2",245.55,245.033,282.95,276.278,250.54,262.955,272.037,238.007,271.072,278.769,239.539,262.892,263.259,249.092,288.712,267.086,230.763,268.069,267.152,246.472,276.073,280.926,257.118,264.376
"OS9",120.285,132.547,107.274,106.596,98.7714,103.973,108.102,123.964,107.715,114.08,111.352,99.2708,110.043,121.548,129.688,108.607,104.009,106.615,105.088,107.831,102.248,96.4624,85.2996,88.0094
"OSBP",2117.6613,2126.6642,2087.4007,2146.7992,2161.001,2158.2267,2090.3167,2100.624,2067.911,2086.0321,2082.8926,2015.2814,2175.818,2117.8082,2137.5329,2154.0886,2137.1046,2112.7177,2142.2913,2157.0706,2126.8041,1973.4775,1946.9118,1883.0692
"OSBPL10",112.3089,104.0854,99.9996,99.8598,89.4845,89.7455,98.2111,93.8458,97.0524,98.8369,113.5956,99.8254,115.5741,113.1353,102.4241,104.7049,104.1359,101.9284,105.0685,108.8897,116.3134,123.4215,111.3718,108.7518
"OSBPL11",87.3326,92.0119,78.7959,81.085,88.2919,78.2169,72.7716,77.5259,73.4186,71.4609,79.991,76.6458,82.042,87.6526,80.6176,79.2883,78.2327,71.3035,76.1086,89.7221,66.4084,80.7068,79.4804,74.1758
"OSBPL2",231.319,205.235,220.925,232.291,214.805,231.05,229.229,208.707,211.674,206.351,185.43,184.396,239.32,208.043,223.843,221.84,226.69,216.518,224.525,203.643,212.187,201.358,194.342,203.646
"OSBPL3",633.743,627.398,637.186,638.515,617.537,603.561,631.474,610.236,617.393,627.002,589.571,556.98,628.598,633.405,635.999,628.276,649.586,600.586,603.882,609.635,581.822,623.204,624.267,592.666
"OSBPL8",154.264,146.873,148.81,148.497,134.383,136.935,146.941,130.044,140.945,135.795,140.123,139.104,149.603,152.41,134.234,154.703,139.222,132.428,153.032,137.518,130.497,157.137,143.351,122.534
"OSBPL9",402.32,385.32,406.585,416.726,406.827,384.63,393.631,381.96,396.576,381.798,372.153,394.167,413.184,413.542,415.329,402.73,419.169,398.536,394.889,417.89,400.405,389.577,393.781,426.047
"OSGEP",464.222,472.218,482.287,448.77,477.881,447.806,435.756,456.207,424.837,479.357,483.199,463.965,459.62,495.227,498.334,442.921,453.716,453.799,446.769,459.989,438.811,418.794,475.483,431.326
"OSGEPL1",184.744,158.266,181.951,166.178,157.614,165.644,150.112,144.332,166.367,163.859,154.203,164.251,160.421,154.29,160.36,171.822,148.903,162.38,172.112,168.422,179.665,154.048,163.196,155.631
"OSTC",346.68,335.43,336.053,347.901,356.337,329.223,344.396,322.122,323.283,338.309,348.422,330.624,368.221,363.659,352.311,374.437,325.647,341.021,368.839,350.752,375.149,348.689,285.017,327.843
"OSTF1",156.17,149.599,147.91,133.026,160.557,142.409,149.326,144.676,148.503,155.663,150.06,157.942,149.757,147.394,155.049,142.261,142.108,142.244,148.51,158.932,154.252,142.942,152.059,144.566
"OTC",31.5508,48.3779,38.7161,32.9726,53.3487,45.3182,33.2827,48.5503,38.8311,38.9052,52.9165,45.6446,36.5122,50.8777,40.0146,44.3352,52.1824,41.1325,30.2073,48.1662,39.0337,23.3809,49.8852,26.427
"OTOF",57.1542,59.3145,48.806,53.5568,47.0323,51.0987,51.0426,55.8926,49.2026,57.265,56.975,56.1462,61.3583,53.1581,55.763,50.7343,53.6406,48.4048,53.7487,54.8373,55.7436,67.3745,58.642,55.6648
"OTUB1",1741.49,1732.78,1773.93,1736.27,1743.99,1796.81,1781.86,1649.57,1767.28,1820.88,1806,1797.87,1838.3,1717.33,1772.51,1743.46,1714.14,1774.95,1808.2,1795.98,1854.68,1685.56,1641.45,1646.87
"OTUD4",54.7777,49.2429,53.2232,45.7174,53.5046,50.9673,58.3896,46.8819,52.1537,50.3781,48.8961,50.2163,46.2878,49.2544,44.4554,55.4904,46.0142,48.2921,46.6264,51.1629,50.5352,49.6358,53.7353,49.6016
"OTUD6B",78.6878,70.0402,70.5952,73.9283,57.6739,66.8302,73.397,74.7458,62.8015,62.1054,64.8488,61.1985,68.0503,61.9097,63.6701,79.1735,64.8307,59.0736,68.3647,63.4495,55.8038,79.2163,77.2079,60.1503
"OTULIN",359.296,345.156,366.057,306.864,320.857,311.412,375.836,350.376,358.871,377.833,344.571,343.022,364.673,346.116,356.377,371.011,338.006,362.812,347.781,347.375,331.946,414.203,362.473,354.766
"OTULINL",182.323,184.307,180.99,167.672,164.102,177.113,167.818,187.902,150.991,153.126,172.339,159.856,185.406,178.198,182.157,178.569,182.273,174.122,164.441,171.671,152.505,196.756,181.895,191.589
"OVCA2",249.246,259.158,264.66,221.315,219.579,230.47,222.545,226.99,239.179,222.952,228.859,233.949,231.899,229.082,217.688,237.195,236.293,232.5,211.87,214.886,207.493,199.783,239.284,229.1
"OXA1L",401.78,404.87,441.481,376.227,384.38,367.048,402.208,387.388,369.749,413.449,428.179,411.686,403.484,412.73,402.113,402.224,384.999,393.674,413.872,412.783,375.506,390.687,408.433,386.882
"OXCT1",1000.79,912.49,928.995,740.146,730.71,689.392,963.239,916.08,856.318,949.722,898.948,873.801,956.564,919.933,914.841,954.753,887.384,893.569,922.822,868.502,884.658,1096.07,988.497,1047.02
"OXSM",168.021,150.805,161.833,174.071,143.758,143.393,160.36,144.335,149.633,181.543,143.92,154.212,186.037,158.874,162.368,173.978,152.059,158.296,173.388,152.224,167.888,200.57,171.778,171.708
"OXSR1",959.434,911.048,853.527,873.323,881.379,891.779,921.626,916.529,944.625,907.373,914.076,893.869,955.486,935.941,862.894,927.616,928.417,887.108,940.062,936.857,971.78,884.183,928.509,910.922
"P2RX4",116.682,101.128,108.443,126.338,110.288,114.268,131.55,93.7461,112.684,121.179,106.801,101.84,123.066,104.797,106.05,120.457,108.762,99.4088,129.111,103.698,118.873,124.426,106.817,114.214
"P3H1",367.253,311.633,392.421,201.664,217.168,255.577,340.79,304.249,390.568,337.093,308.536,377.343,318.764,311.233,397.827,339.823,299.09,376.047,323.387,279.519,365.633,340.058,278.487,406.001
"P3H3",193.306,204.239,190.682,182.36,193.378,185.617,188.736,205.432,197.554,182.028,217.778,213.263,195.015,209.34,201.874,181.411,196.783,186.017,182.614,224.908,214.158,205.03,238.46,193.375
"P3H4",87.1094,86.3921,87.065,74.9342,60.5769,81.3414,86.7294,75.7109,88.6091,83.712,79.9725,76.7972,87.6978,68.1446,81.9064,82.2859,76.7848,85.82,77.1205,72.3698,80.8029,86.1651,68.9425,96.7526
"P4HA1",3579.55,3200.12,2962.41,3141.56,2878.54,3124.55,3246.43,3176.1,4065.02,3167.01,3047.46,2576.39,4304.83,3623.11,3175.87,3324.16,3804.49,3242.14,3230.1,2997.95,4431.82,3829.56,3692.89,3930.13
